rank,symbol,year,quarter,earnings_date,category,session,predicted,confidence,csv_t30_change,hit_result,status,elapsed_seconds,from_date,to_date,from_close,to_close,error
574,EMR,2019,4,2020-02-04,LOSER,AMC,DOWN,0.3,-39.46,HIT,success,98.2,2020-02-05,2020-03-19,76.01,46.02,
575,DIS,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-38.64,MISS,success,74.2,2020-02-04,2020-03-18,144.73,88.8,
576,CTSH,2019,4,2020-02-05,LOSER,AMC,NEUTRAL,0.4,-38.25,SKIP,success,78.8,2020-02-06,2020-03-20,71.42,44.1,
577,HOOD,2021,3,2021-10-26,LOSER,AMC,DOWN,0.2,-38.18,HIT,success,72.4,2021-10-27,2021-12-09,35.44,21.91,
578,NSC,2019,4,2020-01-29,LOSER,BMO,NEUTRAL,0.6,-37.86,SKIP,success,97.9,2020-01-29,2020-03-12,214.83,133.5,
579,NWSA,2019,4,2020-02-06,LOSER,BMO,NEUTRAL,0.6,-37.66,SKIP,success,88.6,2020-02-06,2020-03-20,14.47,9.02,
580,SNA,2019,4,2020-02-06,LOSER,BMO,NEUTRAL,0.6,-37.6,SKIP,success,88.8,2020-02-06,2020-03-20,160.06,99.87,
581,CBOE,2019,4,2020-02-07,LOSER,BMO,DOWN,0.3,-37.54,HIT,success,74.1,2020-02-07,2020-03-23,122.54,76.54,
582,CMG,2019,4,2020-02-04,LOSER,AMC,UP,0.9,-37.24,MISS,success,79.1,2020-02-05,2020-03-19,17.08,10.72,
583,GPC,2019,4,2020-02-19,LOSER,BMO,UP,0.7,-36.85,MISS,success,94.3,2020-02-19,2020-04-01,99.35,62.74,
584,FRT,2019,4,2020-02-10,LOSER,AMC,DOWN,0.3,-36.69,HIT,success,75.4,2020-02-11,2020-03-25,124.0,78.51,
585,DTE,2019,4,2020-02-05,LOSER,BMO,UP,0.7,-36.48,MISS,success,88.2,2020-02-05,2020-03-19,114.4,72.67,
586,INVH,2019,4,2020-02-18,LOSER,AMC,UP,0.8,-36.17,MISS,success,92.8,2020-02-19,2020-04-01,31.77,20.28,
587,HLT,2019,4,2020-02-11,LOSER,BMO,DOWN,0.3,-36.03,HIT,success,73.6,2020-02-11,2020-03-25,112.94,72.25,
588,URI,2019,4,2020-01-29,LOSER,AMC,DOWN,0.3,-35.72,HIT,success,89.7,2020-01-30,2020-03-13,141.58,91.01,
589,ETR,2019,4,2020-02-19,LOSER,BMO,UP,0.7,-35.7,MISS,success,85.1,2020-02-19,2020-04-01,66.55,42.79,
590,SWK,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-35.64,MISS,success,104.3,2020-01-29,2020-03-12,162.75,104.74,
591,REG,2019,4,2020-02-12,LOSER,AMC,DOWN,0.3,-35.56,HIT,success,82.6,2020-02-13,2020-03-27,62.83,40.49,
592,HAL,2019,4,2020-01-21,LOSER,BMO,NEUTRAL,0.6,-35.25,SKIP,success,669.6,2020-01-21,2020-03-04,23.77,15.39,
593,HPQ,2019,4,2020-02-24,LOSER,AMC,UP,0.7,-35.25,MISS,success,89.8,2020-02-25,2020-04-07,23.35,15.12,
594,FE,2019,4,2020-02-07,LOSER,BMO,UP,0.7,-35.21,MISS,success,90.6,2020-02-07,2020-03-23,51.23,33.19,
595,LYV,2019,4,2020-02-27,LOSER,AMC,UP,0.7,-35.15,MISS,success,82.2,2020-02-28,2020-04-13,60.77,39.41,
596,TFC,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-35.1,MISS,success,83.9,2020-01-30,2020-03-13,52.13,33.83,
597,CF,2019,4,2020-02-12,LOSER,AMC,UP,0.7,-35.05,MISS,success,76.5,2020-02-13,2020-03-27,39.34,25.55,
598,SPGI,2019,4,2020-02-06,LOSER,AMC,UP,0.8,-35.0,MISS,success,74.2,2020-02-07,2020-03-23,295.48,192.05,
599,CVX,2019,4,2020-01-31,LOSER,BMO,UP,0.7,-34.94,MISS,success,73.4,2020-01-31,2020-03-16,107.14,69.7,
600,EPAM,2021,4,2022-02-17,LOSER,BMO,UP,0.8,-34.91,MISS,success,84.9,2022-02-17,2022-04-01,440.99,287.04,
601,WMB,2019,4,2020-02-19,LOSER,AMC,UP,0.7,-34.78,MISS,success,80.8,2020-02-20,2020-04-02,22.05,14.38,
602,COIN,2022,3,2022-11-03,LOSER,BMO,NEUTRAL,0.6,-34.41,SKIP,success,682.0,2022-11-03,2022-12-16,55.8,36.6,
603,PNW,2019,4,2020-02-21,LOSER,BMO,NEUTRAL,0.6,-34.18,SKIP,success,66.6,2020-02-21,2020-04-03,103.6,68.19,
604,LH,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-33.91,MISS,success,82.9,2020-02-13,2020-03-27,167.29,110.57,
605,NUE,2019,4,2020-01-28,LOSER,AMC,UP,0.7,-33.9,MISS,success,67.6,2020-01-29,2020-03-12,48.06,31.77,
606,CPRT,2019,4,2020-02-19,LOSER,AMC,UP,0.8,-33.83,MISS,success,74.5,2020-02-20,2020-04-02,24.33,16.1,
607,DOC,2019,4,2020-02-11,LOSER,AMC,UP,0.7,-33.82,MISS,success,70.7,2020-02-12,2020-03-26,36.75,24.32,
608,ORLY,2019,4,2020-02-05,LOSER,AMC,DOWN,0.3,-33.76,HIT,success,84.9,2020-02-06,2020-03-20,26.54,17.58,
609,PAYC,2019,4,2020-02-05,LOSER,AMC,UP,0.8,-33.68,MISS,success,70.3,2020-02-06,2020-03-20,290.71,192.81,
610,BSX,2019,4,2020-02-05,LOSER,BMO,NEUTRAL,0.6,-33.67,SKIP,success,72.8,2020-02-05,2020-03-19,42.62,28.27,
611,AMP,2019,4,2020-01-29,LOSER,AMC,UP,0.8,-33.53,MISS,success,94.7,2020-01-30,2020-03-13,170.51,113.34,
612,TRMB,2019,4,2020-02-12,LOSER,AMC,UP,0.7,-33.52,MISS,success,99.1,2020-02-13,2020-03-27,44.9,29.85,
613,CINF,2019,4,2020-02-05,LOSER,AMC,UP,0.7,-33.51,MISS,success,93.5,2020-02-06,2020-03-20,112.84,75.03,
614,IQV,2019,4,2020-02-12,LOSER,BMO,UP,0.8,-33.45,MISS,success,91.0,2020-02-12,2020-03-26,166.11,110.55,
615,IPG,2019,4,2020-02-12,LOSER,BMO,UP,0.7,-33.39,MISS,success,81.7,2020-02-12,2020-03-26,24.98,16.64,
616,DXCM,2022,1,2022-04-28,LOSER,AMC,UP,0.7,-33.37,MISS,success,73.5,2022-04-29,2022-06-13,102.14,68.06,
617,HAS,2019,4,2020-02-11,LOSER,BMO,UP,0.7,-33.28,MISS,success,75.1,2020-02-11,2020-03-25,100.1,66.79,
618,MTCH,2019,4,2020-02-05,LOSER,BMO,UP,0.7,-33.21,MISS,success,79.7,2020-02-05,2020-03-19,76.0,50.76,
619,AMAT,2019,4,2020-02-12,LOSER,AMC,UP,0.8,-33.13,MISS,success,74.0,2020-02-13,2020-03-27,67.37,45.05,
620,PSKY,2020,4,2021-02-24,LOSER,AMC,UP,0.8,-32.99,MISS,success,74.8,2021-02-25,2021-04-09,62.5,41.88,
621,CI,2019,4,2020-02-06,LOSER,BMO,UP,0.8,-32.93,MISS,success,92.8,2020-02-06,2020-03-20,211.86,142.09,
622,RTX,2019,4,2020-01-28,LOSER,AMC,UP,0.8,-32.93,MISS,success,95.4,2020-01-29,2020-03-12,90.14,60.46,
623,TSN,2019,4,2020-02-06,LOSER,BMO,NEUTRAL,0.6,-32.78,SKIP,success,79.3,2020-02-06,2020-03-20,79.77,53.62,
624,HUBB,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-32.71,MISS,success,90.6,2020-02-04,2020-03-18,143.66,96.67,
625,AVB,2019,4,2020-02-05,LOSER,BMO,NEUTRAL,0.6,-32.65,SKIP,success,99.2,2020-02-05,2020-03-19,217.61,146.57,
626,TROW,2019,4,2020-01-29,LOSER,BMO,,,-32.61,,error,6.393258094787598,2020-01-29,2020-03-12,136.12,91.73,No transcript found for TROW FY2019 Q4
627,NVDA,2022,2,2022-08-24,LOSER,AMC,UP,0.8,-32.55,MISS,success,70.5,2022-08-25,2022-10-07,17.91,12.08,
628,OMC,2019,4,2020-02-11,LOSER,BMO,UP,0.7,-32.51,MISS,success,94.2,2020-02-11,2020-03-25,77.28,52.16,
629,ADI,2019,4,2020-02-19,LOSER,BMO,DOWN,0.3,-32.13,HIT,success,95.0,2020-02-19,2020-04-01,123.89,84.09,
630,FSLR,2019,4,2020-02-20,LOSER,AMC,UP,0.7,-32.04,MISS,success,71.3,2020-02-21,2020-04-03,50.59,34.38,
631,ETN,2019,4,2020-02-04,LOSER,BMO,NEUTRAL,0.6,-31.8,SKIP,success,82.9,2020-02-04,2020-03-18,100.91,68.82,
632,DDOG,2020,4,2021-02-11,LOSER,AMC,UP,0.7,-31.74,MISS,success,78.7,2021-02-12,2021-03-29,112.86,77.04,
633,KIM,2019,4,2020-01-30,LOSER,BMO,DOWN,0.3,-31.68,HIT,success,99.5,2020-01-30,2020-03-13,19.35,13.22,
634,PH,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-31.6,MISS,success,83.3,2020-01-30,2020-03-13,205.15,140.32,
635,BG,2019,4,2020-02-12,LOSER,BMO,NEUTRAL,0.6,-31.59,SKIP,success,83.4,2020-02-12,2020-03-26,55.02,37.64,
636,EOG,2019,4,2020-02-27,LOSER,AMC,UP,0.8,-31.57,MISS,success,694.4,2020-02-28,2020-04-13,63.26,43.29,
637,ALLE,2019,4,2020-02-18,LOSER,BMO,UP,0.7,-31.51,MISS,success,82.4,2020-02-18,2020-03-31,134.36,92.02,
638,KKR,2019,4,2020-01-31,LOSER,BMO,UP,0.8,-31.41,MISS,success,86.0,2020-01-31,2020-03-16,31.9,21.88,
639,MAR,2019,4,2020-02-26,LOSER,BMO,DOWN,0.2,-31.33,HIT,success,83.0,2020-02-26,2020-04-08,120.19,82.53,
640,OXY,2020,2,2020-08-10,LOSER,AMC,UP,0.7,-31.33,MISS,success,80.1,2020-08-11,2020-09-23,15.16,10.41,
641,ALGN,2019,4,2020-01-29,LOSER,BMO,DOWN,0.3,-31.15,HIT,success,78.5,2020-01-29,2020-03-12,261.6,180.12,
642,CRL,2019,4,2020-02-11,LOSER,BMO,UP,0.8,-31.14,MISS,success,82.1,2020-02-11,2020-03-25,173.32,119.35,
643,HBAN,2019,4,2020-01-23,LOSER,AMC,NEUTRAL,0.6,-31.12,SKIP,success,76.9,2020-01-24,2020-03-09,13.72,9.45,
644,GRMN,2019,4,2020-02-19,LOSER,BMO,UP,0.8,-31.12,MISS,success,79.8,2020-02-19,2020-04-01,103.67,71.41,
645,TEL,2019,4,2020-01-29,LOSER,BMO,DOWN,0.3,-31.07,HIT,success,80.3,2020-01-29,2020-03-12,98.07,67.6,
646,AME,2019,4,2020-02-05,LOSER,BMO,NEUTRAL,0.4,-31.01,SKIP,success,83.1,2020-02-05,2020-03-19,100.03,69.01,
647,BEN,2019,4,2020-01-30,LOSER,BMO,DOWN,0.3,-30.9,HIT,success,86.6,2020-01-30,2020-03-13,26.21,18.11,
648,PODD,2023,2,2023-08-08,LOSER,BMO,UP,0.8,-30.88,MISS,success,72.1,2023-08-08,2023-09-20,238.34,164.74,
649,MLM,2019,4,2020-02-11,LOSER,BMO,UP,0.8,-30.71,MISS,success,85.3,2020-02-11,2020-03-25,262.76,182.07,
650,UAL,2019,4,2020-01-21,LOSER,BMO,DOWN,0.3,-30.68,HIT,success,114.8,2020-01-21,2020-03-04,85.79,59.47,
651,MSI,2019,4,2020-02-06,LOSER,AMC,UP,0.7,-30.59,MISS,success,74.0,2020-02-07,2020-03-23,179.46,124.56,
652,FISV,2019,4,2020-02-04,LOSER,AMC,UP,0.8,-30.58,MISS,success,78.8,2020-02-05,2020-03-19,121.67,84.46,
653,EXPE,2022,1,2022-05-02,LOSER,AMC,UP,0.7,-30.54,MISS,success,78.9,2022-05-03,2022-06-15,150.31,104.41,
654,TAP,2019,4,2020-02-12,LOSER,BMO,DOWN,0.3,-30.41,HIT,success,678.2,2020-02-12,2020-03-26,55.5,38.62,
655,ECL,2019,4,2020-02-18,LOSER,AMC,UP,0.8,-30.25,MISS,success,116.7,2020-02-19,2020-04-01,210.31,146.7,
656,HOOD,2022,3,2022-11-02,LOSER,AMC,UP,0.7,-30.17,MISS,success,81.3,2022-11-03,2022-12-16,12.33,8.61,
657,ABBV,2019,4,2020-02-07,LOSER,BMO,UP,0.8,-30.11,MISS,success,113.5,2020-02-07,2020-03-23,92.29,64.5,
658,NRG,2022,3,2022-11-07,LOSER,BMO,NEUTRAL,0.6,-29.97,SKIP,success,81.0,2022-11-07,2022-12-20,45.21,31.66,
659,EXC,2019,4,2020-02-11,LOSER,BMO,UP,0.7,-29.96,MISS,success,78.9,2020-02-11,2020-03-25,35.18,24.64,
660,CPT,2019,4,2020-01-30,LOSER,AMC,UP,0.7,-29.91,MISS,success,94.3,2020-01-31,2020-03-16,112.43,78.8,
661,HUM,2019,4,2020-02-05,LOSER,BMO,UP,0.8,-29.77,MISS,success,93.4,2020-02-05,2020-03-19,364.8,256.19,
662,HSIC,2019,4,2020-02-20,LOSER,BMO,UP,0.7,-29.72,MISS,success,91.7,2020-02-20,2020-04-02,68.92,48.44,
663,DD,2019,4,2020-01-30,LOSER,BMO,DOWN,0.3,-29.65,HIT,success,81.9,2020-01-30,2020-03-13,22.06,15.52,
664,BALL,2019,4,2020-02-06,LOSER,BMO,UP,0.8,-29.63,MISS,success,696.6,2020-02-06,2020-03-20,78.0,54.89,
665,MU,2024,1,2024-06-26,LOSER,AMC,UP,0.8,-29.61,MISS,success,75.6,2024-06-27,2024-08-09,132.23,93.08,
666,NCLH,2022,1,2022-05-10,LOSER,BMO,UP,0.7,-29.3,MISS,success,76.0,2022-05-10,2022-06-23,16.21,11.46,
667,WRB,2019,4,2020-01-28,LOSER,AMC,UP,0.7,-29.26,MISS,success,75.1,2020-01-29,2020-03-12,32.33,22.87,
668,NCLH,2021,3,2021-11-03,LOSER,BMO,UP,0.8,-29.21,MISS,success,73.6,2021-11-03,2021-12-16,27.32,19.34,
669,PM,2019,4,2020-02-06,LOSER,BMO,UP,0.7,-29.11,MISS,success,92.6,2020-02-06,2020-03-20,86.18,61.09,
670,CVS,2024,3,2024-11-06,LOSER,BMO,DOWN,0.2,-28.94,HIT,success,74.4,2024-11-06,2024-12-19,61.61,43.78,
671,CAT,2019,4,2020-01-31,LOSER,BMO,DOWN,0.2,-28.88,HIT,success,91.3,2020-01-31,2020-03-16,131.35,93.41,
672,CMI,2019,4,2020-02-04,LOSER,AMC,UP,0.7,-28.77,MISS,success,82.2,2020-02-05,2020-03-19,166.43,118.55,
673,MTCH,2022,4,2023-01-31,LOSER,AMC,UP,0.7,-28.77,MISS,success,74.1,2023-02-01,2023-03-16,51.41,36.62,
674,WSM,2022,2,2022-08-24,LOSER,AMC,UP,0.8,-28.64,MISS,success,81.2,2022-08-25,2022-10-07,83.0,59.23,
675,EL,2019,4,2020-02-06,LOSER,BMO,UP,0.8,-28.62,MISS,success,81.3,2020-02-06,2020-03-20,211.53,151.0,
676,QCOM,2019,4,2020-02-05,LOSER,BMO,UP,0.7,-28.5,MISS,success,80.9,2020-02-05,2020-03-19,90.91,65.0,
677,GPN,2019,4,2020-02-12,LOSER,AMC,UP,0.7,-28.5,MISS,success,79.8,2020-02-13,2020-03-27,202.73,144.96,
678,SBUX,2019,4,2020-01-28,LOSER,AMC,UP,0.8,-28.39,MISS,success,77.5,2020-01-29,2020-03-12,86.72,62.1,
679,LHX,2019,4,2020-02-04,LOSER,AMC,UP,0.8,-28.34,MISS,success,74.6,2020-02-05,2020-03-19,223.47,160.14,
680,DASH,2021,3,2021-11-09,LOSER,AMC,UP,0.7,-28.27,MISS,success,75.7,2021-11-10,2021-12-23,214.24,153.68,
681,MAS,2019,4,2020-02-11,LOSER,BMO,NEUTRAL,0.6,-28.21,SKIP,success,86.0,2020-02-11,2020-03-25,47.53,34.12,
682,XYL,2019,4,2020-02-06,LOSER,BMO,DOWN,0.3,-27.95,HIT,success,85.9,2020-02-06,2020-03-20,83.12,59.89,
683,GD,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-27.93,MISS,success,81.3,2020-01-29,2020-03-12,183.47,132.23,
684,BMY,2019,4,2020-02-06,LOSER,BMO,NEUTRAL,0.6,-27.87,SKIP,success,83.1,2020-02-06,2020-03-20,67.1,48.4,
685,GLW,2019,4,2020-01-29,LOSER,BMO,DOWN,0.3,-27.8,HIT,success,77.3,2020-01-29,2020-03-12,28.35,20.47,
686,SWKS,2019,4,2020-01-23,LOSER,AMC,UP,0.8,-27.79,MISS,success,93.6,2020-01-24,2020-03-09,122.31,88.32,
687,PSKY,2023,1,2023-05-04,LOSER,BMO,DOWN,0.2,-27.78,HIT,success,64.8,2023-05-04,2023-06-16,22.86,16.51,
688,EPAM,2019,4,2020-02-20,LOSER,BMO,UP,0.8,-27.74,MISS,success,84.9,2020-02-20,2020-04-02,238.05,172.02,
689,TTD,2020,4,2021-02-18,LOSER,AMC,UP,0.9,-27.69,MISS,success,81.3,2021-02-19,2021-04-05,90.33,65.32,
690,MRNA,2024,2,2024-08-01,LOSER,BMO,DOWN,0.2,-27.49,HIT,success,80.0,2024-08-01,2024-09-13,94.17,68.28,
691,UDR,2019,4,2020-02-11,LOSER,AMC,UP,0.7,-27.41,MISS,success,77.8,2020-02-12,2020-03-26,49.29,35.78,
692,STE,2019,4,2020-02-10,LOSER,AMC,UP,0.8,-27.39,MISS,success,78.2,2020-02-11,2020-03-25,162.27,117.82,
693,DASH,2022,2,2022-08-04,LOSER,BMO,UP,0.7,-27.32,MISS,success,77.2,2022-08-04,2022-09-16,81.36,59.13,
694,AXP,2019,4,2020-01-24,LOSER,BMO,UP,0.7,-27.25,MISS,success,81.9,2020-01-24,2020-03-09,135.11,98.29,
695,BF-B,2024,3,2024-12-05,LOSER,BMO,DOWN,0.2,-27.21,HIT,success,79.7,2024-12-05,2025-01-22,45.38,33.03,
696,UBER,2022,1,2022-05-04,LOSER,BMO,UP,0.8,-27.15,MISS,success,69.7,2022-05-04,2022-06-16,28.1,20.47,
697,MRNA,2022,2,2022-08-03,LOSER,BMO,NEUTRAL,0.4,-27.15,SKIP,success,78.2,2022-08-03,2022-09-15,186.49,135.86,
698,SO,2019,4,2020-02-20,LOSER,AMC,UP,0.7,-27.13,MISS,success,78.0,2020-02-21,2020-04-03,68.99,50.27,
699,STX,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-27.1,MISS,success,77.3,2020-02-04,2020-03-18,58.97,42.99,
700,NTAP,2019,4,2020-02-12,LOSER,AMC,DOWN,0.2,-27.09,HIT,success,77.2,2020-02-13,2020-03-27,55.18,40.23,
701,IP,2019,4,2020-01-30,LOSER,AMC,DOWN,0.3,-27.02,HIT,success,83.7,2020-01-31,2020-03-16,38.56,28.14,
702,PPL,2019,4,2020-02-14,LOSER,BMO,NEUTRAL,0.4,-26.97,SKIP,success,73.4,2020-02-14,2020-03-30,35.37,25.83,
703,IRM,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-26.95,MISS,success,98.8,2020-02-13,2020-03-27,33.36,24.37,
704,WTW,2019,4,2020-02-06,LOSER,BMO,UP,0.7,-26.94,MISS,success,77.3,2020-02-06,2020-03-20,208.9,152.63,
705,SYK,2019,4,2020-01-28,LOSER,AMC,NEUTRAL,0.6,-26.78,SKIP,success,77.1,2020-01-29,2020-03-12,210.68,154.25,
706,SLB,2019,4,2020-01-17,LOSER,AMC,NEUTRAL,0.6,-26.71,SKIP,success,66.4,2020-01-21,2020-03-04,36.95,27.08,
707,FTNT,2019,4,2020-02-06,LOSER,AMC,UP,0.9,-26.64,MISS,success,72.4,2020-02-07,2020-03-23,23.42,17.18,
708,MTB,2019,4,2020-01-23,LOSER,BMO,NEUTRAL,0.6,-26.55,SKIP,success,78.4,2020-01-23,2020-03-06,170.37,125.13,
709,GNRC,2021,3,2021-11-02,LOSER,BMO,DOWN,0.3,-26.47,HIT,success,73.3,2021-11-02,2021-12-15,483.58,355.57,
710,MGM,2022,1,2022-05-02,LOSER,AMC,UP,0.7,-26.41,MISS,success,81.9,2022-05-03,2022-06-15,40.85,30.06,
711,EFX,2019,4,2020-02-12,LOSER,AMC,UP,0.8,-26.32,MISS,success,80.0,2020-02-13,2020-03-27,162.26,119.55,
712,BXP,2022,4,2023-01-31,LOSER,BMO,NEUTRAL,0.6,-26.31,SKIP,success,95.0,2023-01-31,2023-03-15,74.54,54.93,
713,VRSN,2019,4,2020-02-06,LOSER,AMC,NEUTRAL,0.6,-26.28,SKIP,success,70.0,2020-02-07,2020-03-23,205.07,151.17,
714,CNP,2019,4,2020-02-27,LOSER,BMO,DOWN,0.3,-26.28,HIT,success,86.7,2020-02-27,2020-04-09,24.16,17.81,
715,FSLR,2021,3,2021-11-04,LOSER,AMC,NEUTRAL,0.6,-26.27,SKIP,success,83.3,2021-11-05,2021-12-20,116.31,85.76,
716,DOC,2022,1,2022-05-03,LOSER,BMO,NEUTRAL,0.6,-26.24,SKIP,success,74.9,2022-05-03,2022-06-15,33.04,24.37,
717,KLAC,2019,4,2020-02-04,LOSER,BMO,UP,0.8,-26.16,MISS,success,81.1,2020-02-04,2020-03-18,178.8,132.02,
718,DVA,2022,1,2022-05-05,LOSER,AMC,DOWN,0.2,-26.14,HIT,success,70.3,2022-05-06,2022-06-21,102.96,76.05,
719,DDOG,2019,4,2020-02-13,LOSER,AMC,UP,0.8,-26.11,MISS,success,70.3,2020-02-14,2020-03-30,47.03,34.75,
720,PPG,2021,4,2022-01-20,LOSER,AMC,DOWN,0.3,-26.0,HIT,success,70.7,2022-01-21,2022-03-07,154.74,114.5,
721,PRU,2022,4,2023-02-07,LOSER,AMC,NEUTRAL,0.6,-25.98,SKIP,success,86.4,2023-02-08,2023-03-23,104.34,77.23,
722,LVS,2019,4,2020-01-29,LOSER,AMC,DOWN,0.2,-25.97,HIT,success,80.6,2020-01-30,2020-03-13,66.2,49.01,
723,HII,2019,4,2020-02-13,LOSER,BMO,NEUTRAL,0.4,-25.87,SKIP,success,75.8,2020-02-13,2020-03-27,250.36,185.59,
724,PLD,2022,1,2022-04-19,LOSER,BMO,UP,0.8,-25.77,MISS,success,72.2,2022-04-19,2022-06-01,169.56,125.86,
725,APA,2020,2,2020-07-29,LOSER,AMC,UP,0.8,-25.73,MISS,success,77.5,2020-07-30,2020-09-11,16.01,11.89,
726,INTC,2019,4,2020-01-23,LOSER,AMC,UP,0.8,-25.73,MISS,success,78.4,2020-01-24,2020-03-09,68.47,50.85,
727,NDSN,2019,4,2020-02-19,LOSER,AMC,UP,0.7,-25.68,MISS,success,80.3,2020-02-20,2020-04-02,172.1,127.9,
728,MPWR,2019,4,2020-02-05,LOSER,AMC,UP,0.8,-25.65,MISS,success,86.6,2020-02-06,2020-03-20,181.86,135.22,
729,CAH,2019,4,2020-02-06,LOSER,BMO,DOWN,0.3,-25.63,HIT,success,102.5,2020-02-06,2020-03-20,58.26,43.33,
730,LDOS,2019,4,2020-02-18,LOSER,BMO,UP,0.8,-25.62,MISS,success,78.8,2020-02-18,2020-03-31,123.22,91.65,
731,BKR,2019,4,2020-01-22,LOSER,BMO,UP,0.7,-25.22,MISS,success,94.8,2020-01-22,2020-03-05,22.68,16.96,
732,HOLX,2019,4,2020-01-29,LOSER,AMC,NEUTRAL,0.6,-25.17,SKIP,success,95.6,2020-01-30,2020-03-13,54.23,40.58,
733,MTD,2019,4,2020-02-06,LOSER,AMC,UP,0.7,-25.12,MISS,success,109.7,2020-02-07,2020-03-23,787.15,589.41,
734,KEY,2019,4,2020-01-23,LOSER,BMO,NEUTRAL,0.6,-25.01,SKIP,success,90.5,2020-01-23,2020-03-06,19.83,14.87,
735,AEP,2019,4,2020-02-20,LOSER,BMO,UP,0.7,-25.0,MISS,success,76.0,2020-02-20,2020-04-02,102.38,76.79,
736,CHTR,2019,4,2020-01-31,LOSER,BMO,UP,0.8,-24.8,MISS,success,70.6,2020-01-31,2020-03-16,517.46,389.11,
737,PFG,2022,4,2023-01-30,LOSER,AMC,NEUTRAL,0.6,-24.7,SKIP,success,92.4,2023-01-31,2023-03-15,92.55,69.69,
738,GOOG,2019,4,2020-02-03,LOSER,BMO,UP,0.8,-24.64,MISS,success,60.9,2020-02-03,2020-03-17,74.3,55.99,
739,EW,2019,4,2020-01-30,LOSER,AMC,UP,0.8,-24.62,MISS,success,97.4,2020-01-31,2020-03-16,73.29,55.24,
740,MA,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-24.61,MISS,success,92.2,2020-01-29,2020-03-12,320.32,241.5,
741,GOOGL,2019,4,2020-02-03,LOSER,BMO,UP,0.8,-24.59,MISS,success,75.0,2020-02-03,2020-03-17,74.13,55.9,
742,PHM,2019,4,2020-01-28,LOSER,BMO,UP,0.8,-24.55,MISS,success,82.8,2020-01-28,2020-03-11,46.84,35.34,
743,GDDY,2019,4,2020-02-13,LOSER,AMC,UP,0.7,-24.53,MISS,success,65.6,2020-02-14,2020-03-30,78.39,59.16,
744,NVR,2019,4,2020-01-28,LOSER,AMC,,,-24.4,,error,7.60621190071106,2020-01-29,2020-03-12,3898.56,2947.2,No transcript found for NVR FY2019 Q4
745,ADM,2019,4,2020-01-29,LOSER,AMC,UP,0.7,-24.37,MISS,success,82.0,2020-01-30,2020-03-13,45.8,34.64,
746,SMCI,2022,1,2022-05-03,LOSER,AMC,UP,0.8,-24.34,MISS,success,76.9,2022-05-04,2022-06-16,5.67,4.29,
747,TPR,2022,2,2022-08-18,LOSER,BMO,UP,0.8,-24.33,MISS,success,75.8,2022-08-18,2022-09-30,37.57,28.43,
748,APTV,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-24.19,MISS,success,92.4,2020-01-30,2020-03-13,87.68,66.47,
749,BXP,2022,1,2022-05-02,LOSER,AMC,UP,0.7,-24.17,MISS,success,80.5,2022-05-03,2022-06-15,121.38,92.04,
750,MCHP,2024,3,2024-11-05,LOSER,AMC,DOWN,0.2,-24.08,HIT,success,80.6,2024-11-06,2024-12-19,73.75,55.99,
751,DOC,2022,4,2023-02-07,LOSER,AMC,NEUTRAL,0.4,-24.03,SKIP,success,680.0,2023-02-08,2023-03-23,26.72,20.3,
752,HPE,2019,4,2020-03-03,LOSER,AMC,UP,0.7,-23.98,MISS,success,680.2,2020-03-04,2020-04-16,12.26,9.32,
753,TTD,2019,4,2020-02-27,LOSER,AMC,UP,0.8,-23.91,MISS,success,103.9,2020-02-28,2020-04-13,28.73,21.86,
754,ADP,2019,4,2020-01-29,LOSER,BMO,UP,0.8,-23.83,MISS,success,70.5,2020-01-29,2020-03-12,171.04,130.28,
755,CFG,2019,4,2020-01-17,LOSER,BMO,UP,0.7,-23.78,MISS,success,88.3,2020-01-17,2020-03-03,40.87,31.15,
756,ROK,2019,4,2020-01-29,LOSER,BMO,NEUTRAL,0.6,-23.74,SKIP,success,81.4,2020-01-29,2020-03-12,196.17,149.59,
757,DVN,2024,3,2024-11-05,LOSER,AMC,UP,0.8,-23.74,MISS,success,71.5,2024-11-06,2024-12-19,40.02,30.52,
758,DOV,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-23.69,MISS,success,90.7,2020-01-30,2020-03-13,118.92,90.75,
759,RSG,2019,4,2020-02-13,LOSER,AMC,UP,0.8,-23.68,MISS,success,76.0,2020-02-14,2020-03-30,100.43,76.65,
760,LNT,2019,4,2020-02-20,LOSER,AMC,UP,0.7,-23.66,MISS,success,84.0,2020-02-21,2020-04-03,59.14,45.15,
761,DE,2019,4,2020-02-21,LOSER,BMO,DOWN,0.2,-23.62,HIT,success,84.0,2020-02-21,2020-04-03,177.43,135.52,
