symbol,company_name,sector,year,quarter,t_day,session,base_date,base_price,t30_date,t30_price,t30_change,predicted,confidence,hit_result,status,elapsed_seconds,error
AMP,Ameriprise Financial,Financial Services,2023,2,2023-07-27,BMO,2023-07-27,348.5,2023-09-08,345.05,-0.99,UP,0.8,MISS,success,79.0,
AMT,American Tower,Real Estate,2023,2,2023-07-27,BMO,2023-07-27,193.23,2023-09-08,180.89,-6.39,UP,0.7,MISS,success,79.7,
AMZN,Amazon,Consumer Cyclical,2023,2,2023-08-04,AMC,2023-08-07,142.22,2023-09-19,137.63,-3.23,UP,0.8,MISS,success,70.8,
ANET,Arista Networks,Technology,2023,2,2023-08-01,AMC,2023-08-02,44.32,2023-09-14,46.89,5.8,UP,0.8,HIT,success,74.5,
AON,Aon,Financial Services,2023,2,2023-07-28,BMO,2023-07-28,319.82,2023-09-11,333.15,4.17,UP,0.7,HIT,success,68.1,
AOS,A. O. Smith,Industrials,2023,2,2023-07-27,BMO,2023-07-27,73.68,2023-09-08,70.19,-4.74,UP,0.8,MISS,success,75.0,
APA,APA Corporation,Energy,2023,2,2023-08-03,BMO,2023-08-03,41.66,2023-09-15,42.46,1.92,UP,0.7,HIT,success,71.8,
APD,Air Products,Basic Materials,2023,2,2023-05-09,BMO,2023-05-09,279.94,2023-06-22,288.01,2.88,UP,0.7,HIT,success,73.8,
APH,Amphenol,Technology,2023,2,2023-07-26,UNKNOWN,2023-07-27,44.39,2023-09-08,42.95,-3.24,UP,0.7,MISS,success,72.5,
APO,Apollo Global Management,Financial Services,2023,2,2023-08-03,BMO,2023-08-03,85.93,2023-09-15,91.78,6.81,UP,0.8,HIT,success,76.4,
APP,AppLovin Corporation,Technology,2023,2,2023-08-10,AMC,2023-08-11,38.89,2023-09-25,38.2,-1.77,UP,0.9,MISS,success,72.6,
APTV,Aptiv,Consumer Cyclical,2023,2,2023-08-03,BMO,2023-08-03,109.58,2023-09-15,102.46,-6.5,UP,0.8,MISS,success,71.4,
ARE,Alexandria Real Estate Equities,Real Estate,2023,2,2023-07-26,AMC,2023-07-27,125.8,2023-09-08,115.01,-8.58,UP,0.7,MISS,success,94.2,
ATO,Atmos Energy,Utilities,2023,2,2023-05-04,BMO,2023-05-04,117.96,2023-06-16,117.0,-0.81,UP,0.7,MISS,success,80.2,
AVB,AvalonBay Communities,Real Estate,2023,2,2023-08-01,BMO,2023-08-01,187.87,2023-09-13,180.0,-4.19,UP,0.7,MISS,success,86.4,
AVGO,Broadcom,Technology,2023,2,2023-06-02,AMC,2023-06-05,80.23,2023-07-19,90.14,12.35,UP,0.7,HIT,success,69.5,
AVY,Avery Dennison,Industrials,2023,2,2023-07-25,UNKNOWN,2023-07-26,180.62,2023-09-07,182.41,0.99,DOWN,0.3,MISS,success,70.8,
AWK,American Water Works,Utilities,2023,2,2023-07-27,BMO,2023-07-27,148.49,2023-09-08,137.73,-7.25,UP,0.7,MISS,success,65.2,
AXON,Axon Enterprise,Industrials,2023,2,2023-08-09,AMC,2023-08-10,204.12,2023-09-22,195.42,-4.26,UP,0.8,MISS,success,78.0,
AXP,American Express,Financial Services,2023,2,2023-07-21,BMO,2023-07-21,170.22,2023-09-01,159.62,-6.23,UP,0.7,MISS,success,71.9,
AZO,AutoZone,Consumer Cyclical,2023,2,2023-02-28,BMO,2023-02-28,2486.54,2023-04-12,2598.89,4.52,UP,0.7,HIT,success,82.8,
BA,Boeing,Industrials,2023,2,2023-07-26,BMO,2023-07-26,232.8,2023-09-07,216.05,-7.2,UP,0.7,MISS,success,74.6,
BAC,Bank of America,Financial Services,2023,2,2023-07-18,BMO,2023-07-18,30.7,2023-08-29,29.17,-4.98,UP,0.8,MISS,success,97.3,
BALL,Ball Corporation,Consumer Cyclical,2023,2,2023-08-03,BMO,2023-08-03,59.07,2023-09-15,51.68,-12.51,NEUTRAL,0.6,SKIP,success,74.8,
BAX,Baxter International,Healthcare,2023,2,2023-07-27,BMO,2023-07-27,45.48,2023-09-08,38.67,-14.97,UP,0.7,MISS,success,88.1,
BBY,Best Buy,Consumer Cyclical,2023,2,2022-08-30,BMO,2022-08-30,74.89,2022-10-12,63.2,-15.61,DOWN,0.2,HIT,success,71.5,
BDX,Becton Dickinson,Healthcare,2023,2,2023-05-04,BMO,2023-05-04,252.46,2023-06-16,258.63,2.44,UP,0.7,HIT,success,100.1,
BEN,Franklin Resources,Financial Services,2023,2,2023-05-01,BMO,2023-05-01,26.13,2023-06-13,26.99,3.29,UP,0.7,HIT,success,81.2,
BG,Bunge Global,Consumer Defensive,2023,2,2023-08-02,BMO,2023-08-02,112.89,2023-09-14,115.3,2.13,UP,0.8,HIT,success,90.4,
BIIB,Biogen,Healthcare,2023,2,2023-07-25,BMO,2023-07-25,270.31,2023-09-06,263.72,-2.44,UP,0.7,MISS,success,71.2,
BK,BNY Mellon,Financial Services,2023,2,2023-07-18,BMO,2023-07-18,45.33,2023-08-29,44.34,-2.18,UP,0.8,MISS,success,72.3,
BKNG,Booking Holdings,Consumer Cyclical,2023,2,2023-08-04,AMC,2023-08-07,3243.01,2023-09-19,3112.75,-4.02,UP,0.8,MISS,success,74.2,
BKR,Baker Hughes,Energy,2023,2,2023-07-19,BMO,2023-07-19,35.2,2023-08-30,36.05,2.41,UP,0.8,HIT,success,86.5,
BLDR,Builders FirstSource,Industrials,2023,2,2023-08-02,BMO,2023-08-02,148.64,2023-09-14,134.26,-9.67,UP,0.8,MISS,success,74.7,
BLK,BlackRock,Financial Services,2023,2,2023-07-14,BMO,2023-07-14,728.03,2023-08-25,675.96,-7.15,UP,0.7,MISS,success,84.1,
BMY,Bristol Myers Squibb,Healthcare,2023,2,2023-07-27,BMO,2023-07-27,60.73,2023-09-08,60.82,0.15,DOWN,0.2,MISS,success,74.4,
BR,Broadridge Financial Solutions,Technology,2023,2,2023-02-02,BMO,2023-02-02,153.29,2023-03-17,135.16,-11.83,UP,0.7,MISS,success,80.4,
BRO,Brown & Brown,Financial Services,2023,2,2023-07-25,BMO,2023-07-25,72.47,2023-09-06,72.73,0.36,UP,0.8,HIT,success,74.2,
BSX,Boston Scientific,Healthcare,2023,2,2023-07-27,BMO,2023-07-27,52.64,2023-09-08,53.87,2.34,UP,0.8,HIT,success,70.6,
BX,Blackstone Inc.,Financial Services,2023,2,2023-07-20,BMO,2023-07-20,107.51,2023-08-31,106.37,-1.06,UP,0.8,MISS,success,67.5,
BXP,"BXP, Inc.",Real Estate,2023,2,2023-08-02,BMO,2023-08-02,67.04,2023-09-14,66.24,-1.19,UP,0.7,MISS,success,80.8,
C,Citigroup,Financial Services,2023,2,2023-07-14,BMO,2023-07-14,45.75,2023-08-25,41.24,-9.86,DOWN,0.3,HIT,success,68.2,
CAG,Conagra Brands,Consumer Defensive,2023,2,2023-01-05,BMO,2023-01-05,39.97,2023-02-17,36.41,-8.91,UP,0.8,MISS,success,79.3,
CAH,Cardinal Health,Healthcare,2023,2,2023-02-02,BMO,2023-02-02,76.28,2023-03-17,69.62,-8.73,UP,0.7,MISS,success,78.0,
CARR,Carrier Global,Industrials,2023,2,2023-07-27,BMO,2023-07-27,56.75,2023-09-08,58.66,3.37,UP,0.8,HIT,success,77.4,
CAT,Caterpillar Inc.,Industrials,2023,2,2023-08-01,BMO,2023-08-01,288.65,2023-09-13,275.92,-4.41,UP,0.8,MISS,success,78.2,
CB,Chubb Limited,Financial Services,2023,2,2023-07-26,BMO,2023-07-26,205.89,2023-09-07,204.02,-0.91,UP,0.9,MISS,success,81.9,
CBOE,Cboe Global Markets,Financial Services,2023,2,2023-08-04,BMO,2023-08-04,145.57,2023-09-18,151.7,4.21,UP,0.7,HIT,success,78.1,
CBRE,CBRE Group,Real Estate,2023,2,2023-07-27,BMO,2023-07-27,83.25,2023-09-08,85.24,2.39,DOWN,0.3,MISS,success,74.1,
CCI,Crown Castle,Real Estate,2023,2,2023-07-20,BMO,2023-07-20,107.5,2023-08-31,100.5,-6.51,DOWN,0.2,HIT,success,70.1,
CCL,Carnival,Consumer Cyclical,2023,2,2023-06-26,BMO,2023-06-26,14.6,2023-08-08,17.92,22.74,UP,0.8,HIT,success,65.9,
CDNS,Cadence Design Systems,Technology,2023,2,2023-07-25,AMC,2023-07-26,233.96,2023-09-07,241.46,3.21,UP,0.8,HIT,success,63.9,
CDW,CDW,Technology,2023,2,2023-08-02,BMO,2023-08-02,197.0,2023-09-14,209.79,6.49,UP,0.7,HIT,success,80.8,
CEG,Constellation Energy,Utilities,2023,2,2023-08-07,BMO,2023-08-07,103.75,2023-09-19,110.54,6.54,UP,0.8,HIT,success,79.0,
CF,CF Industries,Basic Materials,2023,2,2023-08-03,BMO,2023-08-03,81.23,2023-09-15,82.1,1.07,UP,0.7,HIT,success,85.4,
CFG,Citizens Financial Group,Financial Services,2023,2,2023-07-19,BMO,2023-07-19,30.97,2023-08-30,27.99,-9.62,DOWN,0.3,HIT,success,70.2,
CHD,Church & Dwight,Consumer Defensive,2023,2,2023-07-28,BMO,2023-07-28,97.15,2023-09-11,96.32,-0.85,UP,0.8,MISS,success,84.1,
CHRW,C.H. Robinson,Industrials,2023,2,2023-08-03,AMC,2023-08-04,98.52,2023-09-18,87.82,-10.86,DOWN,0.3,HIT,success,72.7,
CHTR,Charter Communications,Communication Services,2023,2,2023-07-28,BMO,2023-07-28,396.8,2023-09-11,435.84,9.84,DOWN,0.3,MISS,success,71.6,
CI,Cigna,Healthcare,2023,2,2023-08-03,BMO,2023-08-03,287.64,2023-09-15,283.22,-1.54,UP,0.7,MISS,success,76.0,
CINF,Cincinnati Financial,Financial Services,2023,2,2023-07-28,BMO,2023-07-28,109.65,2023-09-11,105.91,-3.41,UP,0.8,MISS,success,77.6,
CL,Colgate-Palmolive,Consumer Defensive,2023,2,2023-07-28,BMO,2023-07-28,75.62,2023-09-11,73.95,-2.21,UP,0.8,MISS,success,59.3,
CLX,Clorox,Consumer Defensive,2023,2,2023-02-03,AMC,2023-02-06,152.57,2023-03-21,156.73,2.73,UP,0.7,HIT,success,87.5,
CMCSA,Comcast,Communication Services,2023,2,2023-07-27,BMO,2023-07-27,45.35,2023-09-08,45.03,-0.71,UP,0.7,MISS,success,67.1,
CME,CME Group,Financial Services,2023,2,2023-07-26,BMO,2023-07-26,198.75,2023-09-07,205.29,3.29,UP,0.7,HIT,success,76.5,
CMG,Chipotle Mexican Grill,Consumer Cyclical,2023,2,2023-07-27,AMC,2023-07-28,38.25,2023-09-11,38.98,1.91,UP,0.8,HIT,success,74.8,
CMI,Cummins,Industrials,2023,2,2023-08-03,BMO,2023-08-03,242.64,2023-09-15,235.37,-3.0,UP,0.7,MISS,success,82.3,
CMS,CMS Energy,Utilities,2023,2,2023-07-27,BMO,2023-07-27,61.6,2023-09-08,55.97,-9.14,UP,0.7,MISS,success,82.5,
CNC,Centene Corporation,Healthcare,2023,2,2023-07-28,BMO,2023-07-28,66.18,2023-09-11,66.42,0.36,UP,0.7,HIT,success,82.5,
CNP,CenterPoint Energy,Utilities,2023,2,2023-07-27,BMO,2023-07-27,30.36,2023-09-08,28.29,-6.82,UP,0.7,MISS,success,69.4,
COF,Capital One,Financial Services,2023,2,2023-07-20,UNKNOWN,2023-07-21,115.57,2023-09-01,103.5,-10.44,DOWN,0.3,HIT,success,81.4,
COIN,Coinbase Global,Financial Services,2023,2,2023-08-04,AMC,2023-08-07,85.96,2023-09-19,78.13,-9.11,UP,0.7,MISS,success,69.0,
COO,Cooper Companies (The),Healthcare,2023,2,2023-06-02,AMC,2023-06-05,88.39,2023-07-19,98.71,11.68,UP,0.8,HIT,success,71.2,
COP,ConocoPhillips,Energy,2023,2,2023-08-03,UNKNOWN,2023-08-04,113.71,2023-09-18,124.48,9.47,UP,0.7,HIT,success,68.2,
COR,Cencora,Healthcare,2023,2,2023-05-02,UNKNOWN,2023-05-03,166.89,2023-06-15,181.89,8.99,UP,0.8,HIT,success,67.6,
COST,Costco,Consumer Defensive,2023,2,2023-03-03,AMC,2023-03-06,483.08,2023-04-18,496.9,2.86,UP,0.7,HIT,success,80.7,
CPAY,Corpay,Technology,2023,2,2023-08-09,AMC,2023-08-10,268.61,2023-09-22,269.98,0.51,UP,0.8,HIT,success,76.7,
CPB,Campbell Soup Company,Consumer Defensive,2023,2,2023-03-08,BMO,2023-03-08,53.14,2023-04-20,54.38,2.33,UP,0.8,HIT,success,680.4,
CPRT,Copart,Consumer Cyclical,2023,2,2023-02-21,BMO,2023-02-21,34.52,2023-04-04,37.83,9.59,UP,0.7,HIT,success,79.5,
CPT,Camden Property Trust,Real Estate,2023,2,2023-08-04,UNKNOWN,2023-08-07,109.9,2023-09-19,101.97,-7.22,UP,0.7,MISS,success,83.2,
CRL,Charles River Laboratories,Healthcare,2023,2,2023-08-09,BMO,2023-08-09,215.8,2023-09-21,198.15,-8.18,DOWN,0.3,HIT,success,71.8,
CRM,Salesforce,Technology,2023,2,2022-08-25,AMC,2022-08-26,165.23,2022-10-10,145.64,-11.86,DOWN,0.3,HIT,success,71.7,
CRWD,CrowdStrike,Technology,2023,2,2022-08-31,AMC,2022-09-01,172.97,2022-10-14,145.98,-15.6,UP,0.8,MISS,success,72.8,
CSCO,Cisco,Technology,2023,2,2023-02-16,AMC,2023-02-17,50.77,2023-04-03,52.31,3.03,UP,0.8,HIT,success,74.2,
CSGP,CoStar Group,Real Estate,2023,2,2023-07-26,AMC,2023-07-27,80.16,2023-09-08,82.57,3.01,UP,0.7,HIT,success,91.1,
CSX,CSX Corporation,Industrials,2023,2,2023-07-21,AMC,2023-07-24,32.52,2023-09-05,29.92,-8.0,DOWN,0.3,HIT,success,68.9,
CTAS,Cintas,Industrials,2023,2,2022-12-21,UNKNOWN,2022-12-22,113.13,2023-02-07,110.77,-2.09,UP,0.8,MISS,success,80.2,
CTRA,Coterra,Energy,2023,2,2023-08-08,BMO,2023-08-08,27.6,2023-09-20,26.92,-2.46,NEUTRAL,0.6,SKIP,success,71.4,
CTSH,Cognizant,Technology,2023,2,2023-08-03,AMC,2023-08-04,71.0,2023-09-18,70.22,-1.1,UP,0.7,MISS,success,76.6,
CTVA,Corteva,Basic Materials,2023,2,2023-08-04,BMO,2023-08-04,56.02,2023-09-18,51.87,-7.41,DOWN,0.3,HIT,success,77.8,
CVS,CVS Health,Healthcare,2023,2,2023-08-02,BMO,2023-08-02,76.41,2023-09-14,69.95,-8.45,DOWN,0.2,HIT,success,73.5,
CVX,Chevron Corporation,Energy,2023,2,2023-07-28,BMO,2023-07-28,158.87,2023-09-11,163.76,3.08,NEUTRAL,0.6,SKIP,success,72.1,
D,Dominion Energy,Utilities,2023,2,2023-08-04,BMO,2023-08-04,49.21,2023-09-18,48.63,-1.18,DOWN,0.3,HIT,success,85.9,
DAL,Delta Air Lines,Industrials,2023,2,2023-07-13,BMO,2023-07-13,47.71,2023-08-24,41.9,-12.18,UP,0.8,MISS,success,66.7,
DASH,DoorDash,Communication Services,2023,2,2023-08-03,AMC,2023-08-04,83.6,2023-09-18,80.92,-3.21,UP,0.8,MISS,success,65.2,
DAY,Dayforce,Technology,2023,2,2023-08-03,AMC,2023-08-04,71.52,2023-09-18,72.34,1.15,UP,0.8,HIT,success,91.4,
DD,DuPont,Basic Materials,2023,2,2023-08-02,BMO,2023-08-02,31.96,2023-09-14,31.45,-1.6,DOWN,0.3,HIT,success,66.4,
DDOG,Datadog,Technology,2023,2,2023-08-08,BMO,2023-08-08,88.04,2023-09-20,92.05,4.55,DOWN,0.3,MISS,success,73.2,
DE,Deere & Company,Industrials,2023,2,2023-05-19,BMO,2023-05-19,363.55,2023-07-05,404.66,11.31,UP,0.8,HIT,success,79.3,
DECK,Deckers Brands,Consumer Cyclical,2023,2,2022-10-28,AMC,2022-10-31,58.32,2022-12-13,63.36,8.64,UP,0.8,HIT,success,82.9,
DELL,Dell Technologies,Technology,2023,2,2022-08-26,AMC,2022-08-29,40.59,2022-10-11,33.87,-16.56,DOWN,0.3,HIT,success,68.8,
DG,Dollar General,Consumer Defensive,2023,2,2023-08-31,BMO,2023-08-31,138.5,2023-10-13,111.16,-19.74,DOWN,0.1,HIT,success,78.9,
DGX,Quest Diagnostics,Healthcare,2023,2,2023-07-26,BMO,2023-07-26,136.24,2023-09-07,127.11,-6.7,UP,0.7,MISS,success,81.9,
DHI,D. R. Horton,Consumer Cyclical,2023,2,2023-04-20,BMO,2023-04-20,107.6,2023-06-02,112.02,4.11,UP,0.7,HIT,success,74.4,
DHR,Danaher Corporation,Healthcare,2023,2,2023-07-25,BMO,2023-07-25,226.65,2023-09-06,227.8,0.51,DOWN,0.3,MISS,success,79.7,
DIS,Walt Disney Company (The),Communication Services,2023,2,2023-05-11,AMC,2023-05-12,91.99,2023-06-27,89.06,-3.19,NEUTRAL,0.4,SKIP,success,76.2,
DLR,Digital Realty,Real Estate,2023,2,2023-07-28,AMC,2023-07-31,124.62,2023-09-12,130.93,5.06,UP,0.7,HIT,success,76.5,
DLTR,Dollar Tree,Consumer Defensive,2023,2,2023-08-24,BMO,2023-08-24,123.88,2023-10-06,105.35,-14.96,DOWN,0.3,HIT,success,76.8,
DOC,Healthpeak Properties,Real Estate,2023,2,2023-08-03,BMO,2023-08-03,21.52,2023-09-15,20.39,-5.25,NEUTRAL,0.6,SKIP,success,77.2,
DOV,Dover Corporation,Industrials,2023,2,2023-07-25,BMO,2023-07-25,146.51,2023-09-06,143.86,-1.81,NEUTRAL,0.6,SKIP,success,77.3,
DOW,Dow Inc.,Basic Materials,2023,2,2023-07-25,BMO,2023-07-25,53.48,2023-09-06,54.89,2.64,DOWN,0.3,MISS,success,68.3,
DPZ,Domino's,Consumer Cyclical,2023,2,2023-07-24,BMO,2023-07-24,385.9,2023-09-05,389.89,1.03,UP,0.7,HIT,success,70.2,
DRI,Darden Restaurants,Consumer Cyclical,2023,2,2022-12-16,BMO,2022-12-16,139.9,2023-02-01,147.06,5.12,UP,0.8,HIT,success,75.8,
DTE,DTE Energy,Utilities,2023,2,2023-07-27,BMO,2023-07-27,114.34,2023-09-08,102.66,-10.22,UP,0.7,MISS,success,72.9,
DUK,Duke Energy,Utilities,2023,2,2023-08-08,BMO,2023-08-08,92.13,2023-09-20,94.37,2.43,NEUTRAL,0.6,SKIP,success,61.4,
DVA,DaVita,Healthcare,2023,2,2023-08-04,AMC,2023-08-07,112.68,2023-09-19,101.96,-9.51,UP,0.8,MISS,success,59.3,
DVN,Devon Energy,Energy,2023,2,2023-08-02,BMO,2023-08-02,49.74,2023-09-14,50.93,2.39,UP,0.7,HIT,success,73.7,
DXCM,Dexcom,Healthcare,2023,2,2023-07-27,UNKNOWN,2023-07-28,132.38,2023-09-11,107.29,-18.95,UP,0.8,MISS,success,80.5,
EA,Electronic Arts,Technology,2023,2,2022-11-02,AMC,2022-11-03,126.62,2022-12-16,121.74,-3.85,UP,0.7,MISS,success,65.4,
EBAY,eBay,Consumer Cyclical,2023,2,2023-07-27,AMC,2023-07-28,45.01,2023-09-11,43.51,-3.33,NEUTRAL,0.6,SKIP,success,74.0,
ECL,Ecolab,Basic Materials,2023,2,2023-08-01,UNKNOWN,2023-08-02,184.91,2023-09-14,177.67,-3.92,UP,0.8,MISS,success,96.6,
EFX,Equifax,Industrials,2023,2,2023-07-20,BMO,2023-07-20,216.37,2023-08-31,206.7,-4.47,DOWN,0.3,HIT,success,96.7,
EG,Everest Group,Financial Services,2023,2,2023-07-27,BMO,2023-07-27,357.84,2023-09-08,370.7,3.59,UP,0.8,HIT,success,78.9,
EIX,Edison International,Utilities,2023,2,2023-07-28,AMC,2023-07-31,71.96,2023-09-12,70.29,-2.32,UP,0.7,MISS,success,78.8,
EL,Estée Lauder Companies (The),Consumer Defensive,2023,2,2023-02-02,UNKNOWN,2023-02-03,269.54,2023-03-20,236.82,-12.14,DOWN,0.2,HIT,success,79.1,
ELV,Elevance Health,Healthcare,2023,2,2023-07-19,BMO,2023-07-19,463.21,2023-08-30,459.57,-0.79,UP,0.8,MISS,success,84.4,
EME,"EMCOR Group, Inc.",Industrials,2023,2,2023-07-27,BMO,2023-07-27,200.56,2023-09-08,222.76,11.07,UP,0.9,HIT,success,70.3,
EMR,Emerson Electric,Industrials,2023,2,2023-05-03,BMO,2023-05-03,83.82,2023-06-15,88.03,5.02,UP,0.8,HIT,success,68.2,
EOG,EOG Resources,Energy,2023,2,2023-08-04,BMO,2023-08-04,129.8,2023-09-18,131.88,1.6,UP,0.7,HIT,success,69.0,
EPAM,EPAM Systems,Technology,2023,2,2023-08-03,BMO,2023-08-03,245.02,2023-09-15,263.66,7.61,DOWN,0.3,MISS,success,82.7,
EQIX,Equinix,Real Estate,2023,2,2023-08-03,AMC,2023-08-04,757.88,2023-09-18,769.47,1.53,UP,0.8,HIT,success,72.5,
EQR,Equity Residential,Real Estate,2023,2,2023-07-28,BMO,2023-07-28,64.81,2023-09-11,62.58,-3.44,UP,0.7,MISS,success,72.8,
EQT,EQT Corporation,Energy,2023,2,2023-07-26,UNKNOWN,2023-07-27,41.42,2023-09-08,42.48,2.56,UP,0.7,HIT,success,71.3,
ERIE,Erie Indemnity,Financial Services,2023,2,2023-07-28,BMO,2023-07-28,218.95,2023-09-11,282.94,29.23,NEUTRAL,0.6,SKIP,success,63.6,
ES,Eversource Energy,Utilities,2023,2,2023-08-01,BMO,2023-08-01,70.35,2023-09-13,63.35,-9.95,NEUTRAL,0.6,SKIP,success,71.3,
ESS,Essex Property Trust,Real Estate,2023,2,2023-07-28,BMO,2023-07-28,237.31,2023-09-11,224.07,-5.58,UP,0.7,MISS,success,79.8,
ETN,Eaton Corporation,Industrials,2023,2,2023-08-01,BMO,2023-08-01,219.0,2023-09-13,221.41,1.1,UP,0.9,HIT,success,89.3,
ETR,Entergy,Utilities,2023,2,2023-08-02,BMO,2023-08-02,50.7,2023-09-14,49.38,-2.6,UP,0.7,MISS,success,64.9,
EVRG,Evergy,Utilities,2023,2,2023-08-04,BMO,2023-08-04,57.3,2023-09-18,54.14,-5.51,UP,0.7,MISS,success,74.8,
EW,Edwards Lifesciences,Healthcare,2023,2,2023-07-27,AMC,2023-07-28,83.74,2023-09-11,74.87,-10.59,UP,0.8,MISS,success,85.7,
EXC,Exelon,Utilities,2023,2,2023-08-02,BMO,2023-08-02,41.5,2023-09-14,41.84,0.82,NEUTRAL,0.6,SKIP,success,70.0,
EXE,Expand Energy,Energy,2023,2,2023-08-04,BMO,2023-08-04,85.37,2023-09-18,85.28,-0.11,UP,0.7,MISS,success,71.6,
EXPE,Expedia Group,Consumer Cyclical,2023,2,2023-08-03,BMO,2023-08-03,98.67,2023-09-15,106.91,8.35,UP,0.7,HIT,success,78.1,
EXR,Extra Space Storage,Real Estate,2023,2,2023-08-04,BMO,2023-08-04,125.7,2023-09-18,126.6,0.72,DOWN,0.3,MISS,success,61.6,
F,Ford Motor Company,Consumer Cyclical,2023,2,2023-07-27,UNKNOWN,2023-07-28,13.26,2023-09-11,12.22,-7.84,UP,0.7,MISS,success,67.0,
FANG,Diamondback Energy,Energy,2023,2,2023-08-01,BMO,2023-08-01,147.88,2023-09-13,155.79,5.35,UP,0.7,HIT,success,83.7,
FAST,Fastenal,Industrials,2023,2,2023-07-13,BMO,2023-07-13,28.35,2023-08-24,28.23,-0.42,DOWN,0.3,HIT,success,82.9,
FCX,Freeport-McMoRan,Basic Materials,2023,2,2023-07-20,BMO,2023-07-20,41.89,2023-08-31,39.91,-4.73,UP,0.7,MISS,success,98.0,
FDS,FactSet,Financial Services,2023,2,2023-03-23,BMO,2023-03-23,392.59,2023-05-05,405.85,3.38,UP,0.7,HIT,success,69.1,
FDX,FedEx,Industrials,2023,2,2022-12-21,AMC,2022-12-22,175.69,2023-02-07,209.91,19.48,NEUTRAL,0.6,SKIP,success,75.8,
FE,FirstEnergy,Utilities,2023,2,2023-08-02,BMO,2023-08-02,38.62,2023-09-14,36.89,-4.48,UP,0.7,MISS,success,71.4,
FFIV,"F5, Inc.",Technology,2023,2,2023-04-20,AMC,2023-04-21,134.02,2023-06-05,144.96,8.16,DOWN,0.3,MISS,success,68.9,
FICO,Fair Isaac,Technology,2023,2,2023-04-28,AMC,2023-05-01,745.99,2023-06-13,801.58,7.45,UP,0.7,HIT,success,64.8,
FIS,Fidelity National Information Services,Technology,2023,2,2023-08-02,BMO,2023-08-02,59.51,2023-09-14,56.38,-5.26,UP,0.7,MISS,success,74.4,
FISV,"Fiserv, Inc.",Technology,2023,2,2023-07-27,BMO,2023-07-27,123.51,2023-09-08,121.6,-1.55,UP,0.8,MISS,success,70.4,
FITB,Fifth Third Bancorp,Financial Services,2023,2,2023-07-20,BMO,2023-07-20,29.26,2023-08-31,26.55,-9.26,NEUTRAL,0.6,SKIP,success,68.7,
FOX,Fox Corporation (Class B),Communication Services,2023,2,2023-02-08,BMO,2023-02-08,33.21,2023-03-23,30.91,-6.93,UP,0.8,MISS,success,66.0,
FOXA,Fox Corporation (Class A),Communication Services,2023,2,2023-02-08,BMO,2023-02-08,35.54,2023-03-23,33.67,-5.26,UP,0.8,MISS,success,77.3,
FRT,Federal Realty Investment Trust,Real Estate,2023,2,2023-08-03,AMC,2023-08-04,103.42,2023-09-18,96.64,-6.56,UP,0.8,MISS,success,75.4,
FSLR,First Solar,Energy,2023,2,2023-07-28,AMC,2023-07-31,207.4,2023-09-12,180.94,-12.76,UP,0.8,MISS,success,95.8,
FTNT,Fortinet,Technology,2023,2,2023-08-04,AMC,2023-08-07,57.7,2023-09-19,60.44,4.75,DOWN,0.2,MISS,success,95.5,
FTV,Fortive,Technology,2023,2,2023-07-27,AMC,2023-07-28,58.03,2023-09-11,59.16,1.95,UP,0.8,HIT,success,76.5,
GD,General Dynamics,Industrials,2023,2,2023-07-26,BMO,2023-07-26,222.78,2023-09-07,218.69,-1.84,UP,0.7,MISS,success,77.0,
GDDY,GoDaddy,Technology,2023,2,2023-08-04,AMC,2023-08-07,70.86,2023-09-19,75.0,5.84,UP,0.7,HIT,success,70.0,
GE,GE Aerospace,Industrials,2023,2,2023-07-25,BMO,2023-07-25,93.44,2023-09-06,89.87,-3.82,UP,0.8,MISS,success,70.6,
GEHC,GE HealthCare,Healthcare,2023,2,2023-07-25,UNKNOWN,2023-07-26,77.43,2023-09-07,65.9,-14.89,UP,0.8,MISS,success,71.6,
GEN,Gen Digital,Technology,2023,2,2022-11-09,AMC,2022-11-10,22.63,2022-12-23,21.3,-5.88,NEUTRAL,0.6,SKIP,success,69.5,
GILD,Gilead Sciences,Healthcare,2023,2,2023-08-04,AMC,2023-08-07,80.67,2023-09-19,75.77,-6.07,UP,0.7,MISS,success,74.1,
GIS,General Mills,Consumer Defensive,2023,2,2022-12-20,BMO,2022-12-20,83.13,2023-02-03,75.48,-9.2,UP,0.7,MISS,success,81.1,
GL,Globe Life,Financial Services,2023,2,2023-07-27,BMO,2023-07-27,111.13,2023-09-08,109.16,-1.77,UP,0.7,MISS,success,80.5,
GLW,Corning Inc.,Technology,2023,2,2023-07-25,BMO,2023-07-25,34.0,2023-09-06,31.86,-6.29,UP,0.7,MISS,success,70.2,
GM,General Motors,Consumer Cyclical,2023,2,2023-07-25,BMO,2023-07-25,37.92,2023-09-06,32.82,-13.45,UP,0.8,MISS,success,69.2,
GNRC,Generac,Industrials,2023,2,2023-08-02,BMO,2023-08-02,115.95,2023-09-14,111.92,-3.48,DOWN,0.2,HIT,success,101.1,
GOOG,Alphabet Inc. (Class C),Communication Services,2023,2,2023-07-26,AMC,2023-07-27,129.87,2023-09-08,137.2,5.64,UP,0.8,HIT,success,76.1,
GOOGL,Alphabet Inc. (Class A),Communication Services,2023,2,2023-07-26,AMC,2023-07-27,129.4,2023-09-08,136.38,5.39,UP,0.8,HIT,success,64.3,
